file_name,chunk_id,entity,label
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,3,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Callin,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,David Sacks,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,10-K,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,10-K Diver,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,DCF,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,Khan Academy,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,4,n’t,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,n’t,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Ho Nam,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Ho Nam’s,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Ho,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Ho,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Ho,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,10-K,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,FinTwit,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Buffett,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Acquired,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,FinTwit,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Michael Mauboussin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,Sanjay Bakshi,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,5,DM,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Michael Mauboussin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Sanjay Bakshi,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,DM,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Revue,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PRODUCT
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Costco,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,6,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Costco,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Safari,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,DM,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Buffett,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Tim Ferriss,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Mozilla,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Netscape,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,the Wall Street Journal,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,7,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,the Wall Street Journal,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,Tim Urban,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,TED Talk,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,Tim,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,10-K,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,8,10-K,PRODUCT
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,10-K,PRODUCT
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,DCF,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,DCF,GPE
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,Charlie Munger,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,50 cents,MONEY
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,9,Twitter,PRODUCT
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,LTV,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Twitter,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Tren Griffin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Michael Mauboussin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Mauboussin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,The One Job of an Investor,ORG
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Mauboussin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Ben,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Mauboussin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,David,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Mark Zuckerberg,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Isaac Asimov,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,10,Michael Mauboussin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,11,Mark Zuckerberg,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,11,Isaac Asimov,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,11,Michael Mauboussin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,11,Mauboussin,PERSON
10k_diver_building_a_top_fintwit_account_and_teaching_finance_principles_to_everyone_pseudonymously.txt,11,Ben,PERSON
