question,human_answer,ai_answer_without_the_transcript,ai_answer_without_transcript_correctness,ai_answer_with_the_transcript,ai_answer_with_the_transcript_correctness,quality_rating_for_answer_with_transcript,post_url,file_name,question_word_count,human_answer_word_count,ai_answer_without_the_transcript_word_count,ai_answer_with_the_transcript_word_count,question_clean,human_answer_clean,ai_answer_without_the_transcript_clean,ai_answer_with_the_transcript_clean,question_type,rag_generated_answer,hallucination_proxy_rate,faithfulness,low_confidence_flag
What was the role of Trump administration on the takeover of Broadcomm over Qualcomm and why the decision was made?,The Trump administration got involved in the deal and said it would be a national security concern and block the hostile takeover deal. Qualcomm had great relationships with the US government and always have since the early days in being a government contractor.,"The attempted takeover of Qualcomm by Broadcom in 2018 was ultimately blocked by the Trump administration citing national security concerns. The Committee on Foreign Investment in the United States (CFIUS), a government body tasked with reviewing foreign investments in U.S. companies, played a significant role in this decision.",CORRECT,"In March 2018, the Trump administration blocked Broadcom's proposed takeover of Qualcomm through an executive order issued by President Donald Trump. This decision was made on national security grounds, primarily influenced by recommendations from the Committee on Foreign Investment in the United States (CFIUS).",CORRECT,4.5,https://www.acquired.fm/episodes/qualcomm,qualcomm,20,43,48,44,What was the role of Trump administration on the takeover of Broadcomm over Qualcomm and why the decision was made?,The Trump administration got involved in the deal and said it would be a national security concern and block the hostile takeover deal. Qualcomm had great relationships with the US government and always have since the early days in being a government contractor.,"The attempted takeover of Qualcomm by Broadcom in 2018 was ultimately blocked by the Trump administration citing national security concerns. The Committee on Foreign Investment in the United States (CFIUS), a government body tasked with reviewing foreign investments in U.S. companies, played a significant role in this decision.","In March 2018, the Trump administration blocked Broadcom is proposed takeover of Qualcomm through an executive order issued by President Donald Trump. This decision was made on national security grounds, primarily influenced by recommendations from the Committee on Foreign Investment in the United States (CFIUS).",multi_hop,"[Generator LLM not configured]

Most relevant transcript passage:

true. This deal was going to go through, and Qualcomm was going to be everything you were just talking about with Broadcom, which would've been very—especially now, we know about semiconductors. This is one of the huge wins of the Trump administration for America was keeping Qualcomm an independent American company. Whether it was Qualcomm calling in a favor, I think we can all look back in 2022 and be like, this was an enormous win. Ben: Yup. In 2017, going back one previous year, both the US Federal Trade Commission and Apple sue Qualcomm for basically the same thing saying that Qualcomm was using its market position as the dominant smartphone modem supplier to force manufacturers into paying excessive fees. This is one that I want to sort of dive in on. We spent a bunch of time advancin",0.0,0.865896625555949,False
what is one decision Porsche made to improve business that went against industry norm?,cancel all other car models except the 911,"One notable decision Porsche made to improve its business, which went against the industry norm at the time, was the introduction of the Product Line Organization in 1999. This was a strategic shift that operated each product line like a separate company within the company, with each reporting directly to the Chairman of the Executive Board. This approach set a precedent in the automotive industry, as it was designed to efficiently coordinate a vehicle family over its entire lifecycle, from concept to the end of production. The clear assignment of tasks within this structure created an organizational form that was both highly efficient and flexible. Volkswagen and other companies later adopted this principle, highlighting its success and influence across the industry.",INCORRECT,"One decision Porsche made that went against industry norms was to focus on high-margin models rather than trying to fill every market segment. In the 1990s, under CEO Wendelin Wiedeking, Porsche implemented the Toyota production system to improve efficiency and cut costs. Moreover, Wiedeking made the bold decision to reduce the product lineup to just the 911, cutting models like the 944, 968, and 928, and focusing on the high-end, high-margin 911. This went against the conventional wisdom that automakers should offer a range of vehicles to cover all market segments. Wiedeking famously quipped that Porsche's strategy for an entry-level car was a used Porsche, highlighting their focus on maintaining brand exclusivity and profitability over market share...",CORRECT,5.0,https://www.acquired.fm/episodes/porsche-with-doug-demuro,porsche_with_doug_demuro,14,8,121,117,what is one decision Porsche made to improve business that went against industry norm?,cancel all other car models except the 911,"One notable decision Porsche made to improve its business, which went against the industry norm at the time, was the introduction of the Product Line Organization in 1999. This was a strategic shift that operated each product line like a separate company within the company, with each reporting directly to the Chairman of the Executive Board. This approach set a precedent in the automotive industry, as it was designed to efficiently coordinate a vehicle family over its entire lifecycle, from concept to the end of production. The clear assignment of tasks within this structure created an organizational form that was both highly efficient and flexible. Volkswagen and other companies later adopted this principle, highlighting its success and influence across the industry.","One decision Porsche made that went against industry norms was to focus on high-margin models rather than trying to fill every market segment. In the 1990s, under CEO Wendelin Wiedeking, Porsche implemented the Toyota production system to improve efficiency and cut costs. Moreover, Wiedeking made the bold decision to reduce the product lineup to just the 911, cutting models like the 944, 968, and 928, and focusing on the high-end, high-margin 911. This went against the conventional wisdom that automakers should offer a range of vehicles to cover all market segments. Wiedeking famously quipped that Porsche is strategy for an entry-level car was a used Porsche, highlighting their focus on maintaining brand exclusivity and profitability over market share...",factual,"[Generator LLM not configured]

Most relevant transcript passage:

they wanted to replace the Karmann Ghia, Porsche wanted an entry level car, let's jointly develop it. Porsche gets the more powerful one, the 914/6, the six-cylinder and Volkswagen to get the four-cylinder, but the decision was made, like you said. David: The new VW CEO, he actually gets a pretty good deal out of this. He deepens the relationship with Ferdinand. He gives the car fully to Porsche. But in exchange, VW takes over all of Porsche's distribution in America. A huge deal for VW. We're starting to re-intertwining these companies just a little bit. Ben: That deal is an enormously wide-ranging partnership, because you're trading distribution from one side of your business with the ability to create a product on your other side. It's basically merging the companies because it's so mas",0.0,0.92665801631502,False
What city owns 20% of volkswagen and why,"Lower Saxony, as a method to get the company off the ground","The city that owns a significant share of Volkswagen is Wolfsburg, Germany. This is largely due to the ownership structure of Volkswagen AG, where the state of Lower Saxony, where Wolfsburg is located, holds a stake in the company. This ownership dates back to the origins of Volkswagen in the mid-20th century, and Lower Saxony has retained its ownership interest over the years. The state's ownership gives it certain rights, including a blocking minority that allows it to veto certain major company decisions.",INCORRECT,"The German state of Lower Saxony holds a 20% share in Volkswagen AG. This significant ownership stake is rooted in the history of the company and the region's economy. The ""Volkswagen Law,"" which was specific to the company, was created to protect Volkswagen from takeovers and ensure local influence in its operations. This law, along with Lower Saxony's stake, reflects the importance of Volkswagen to the local economy and the desire of the state to maintain a level of control over corporate decisions that could have significant regional implications...  This stake has implications for Porsche because of the complex corporate interplay between Volkswagen AG and Porsche. As described in the transcript, Porsche engaged in a series of financial maneuvers involving the acquisition of VW shares, which eventually led to VW buying Porsche. This intertwined ownership and the fact that the families (Porsche and Pich) emerged as the largest shareholders of VW Group illustrate the complexity and the strategic economic relationships within the German automotive industry",CORRECT,5.0,https://www.acquired.fm/episodes/porsche-with-doug-demuro,porsche_with_doug_demuro,8,12,83,165,What city owns 20% of volkswagen and why,"Lower Saxony, as a method to get the company off the ground","The city that owns a significant share of Volkswagen is Wolfsburg, Germany. This is largely due to the ownership structure of Volkswagen AG, where the state of Lower Saxony, where Wolfsburg is located, holds a stake in the company. This ownership dates back to the origins of Volkswagen in the mid-20th century, and Lower Saxony has retained its ownership interest over the years. The state is ownership gives it certain rights, including a blocking minority that allows it to veto certain major company decisions.","The German state of Lower Saxony holds a 20% share in Volkswagen AG. This significant ownership stake is rooted in the history of the company and the region is economy. The ""Volkswagen Law,"" which was specific to the company, was created to protect Volkswagen from takeovers and ensure local influence in its operations. This law, along with Lower Saxony is stake, reflects the importance of Volkswagen to the local economy and the desire of the state to maintain a level of control over corporate decisions that could have significant regional implications... This stake has implications for Porsche because of the complex corporate interplay between Volkswagen AG and Porsche. As described in the transcript, Porsche engaged in a series of financial maneuvers involving the acquisition of VW shares, which eventually led to VW buying Porsche. This intertwined ownership and the fact that the families (Porsche and Pich) emerged as the largest shareholders of VW Group illustrate the complexity and the strategic economic relationships within the German automotive industry",multi_hop,"[Generator LLM not configured]

Most relevant transcript passage:

needed something to do with the cash. At the time, when they start this, VW shares are a pretty good investment. They're not trading super highly. It's pretty clear to them that it's undervalued, and VW is a critical partner to Porsche. I believe, certainly to the public and probably also to the families, Wiedeking positions this as like, hey, we're deepening the partnership. They don't announce like, hey, I'm trying to take over VW out of my seat at Porsche. In September 2005, Porsche spends $4 billion to acquire 20% of the VW Group on the open market. It's creeping takeover vibes that you alluded to in the intro. At this point, Wiedeking and Porsche's CFO joins the Volkswagen board. They keep buying shares, but using another patented Bernard Arnault technique. They do it mostly using var",0.0,0.9183346488632953,False
What's Startup Garage at Stanford's GSB?,A class at GSB to build and launch a startup company,Startup Garage is Stanford GSB's hands-on entrepreneurship course.,PARTIAL,Startup Garage at Stanford's GSB is an interdisciplinary course for teams to build and launch companies.,CORRECT,5.0,https://www.acquired.fm/episodes/doordash,doordash,6,11,8,16,What is Startup Garage at Stanford is GSB?,A class at GSB to build and launch a startup company,Startup Garage is Stanford GSB is hands-on entrepreneurship course.,Startup Garage at Stanford is GSB is an interdisciplinary course for teams to build and launch companies.,factual,"[Generator LLM not configured]

Most relevant transcript passage:

get in touch. You can learn more at tinycapital.com or by clicking the link in the show notes. David, let's do it. David: Let's do it. Today, in non-typical Acquired fashion, we're actually going to start with the founding of the company. I thought about going way back, doing the history of restaurants. It's too much, we got a lot to get through here. Ben: Yeah, when was the first restaurant? David: I don't even know. That's a good question. Anyway, that is a question for another day because this story even on itself stands on its own. We started on the Stanford campus in the fall of 2012. I remember it very vividly and well because I was there. I was starting at GSB that very fall. Unbeknownst to me, right across the two main quads, right across the way in the class, was called Startup Ga",0.0,0.8360891756902151,False
Who is the owner of the shop that ispired the idea behind the doordash app?,Chloe,Mac'n by Mari inspired DoorDash,INCORRECT,"Chloe, Chantal Guion macaroon shop.",CORRECT,5.0,https://www.acquired.fm/episodes/doordash,doordash,15,1,5,5,Who is the owner of the shop that ispired the idea behind the doordash app?,Chloe,Mac'n by Mari inspired DoorDash,"Chloe, Chantal Guion macaroon shop.",factual,"[Generator LLM not configured]

Most relevant transcript passage:

Transcript: (disclaimer: may contain unintentionally confusing, inaccurate and/or amusing transcription errors) Ben: Welcome to season 7 episode 7 of Acquired, the podcast about great technology companies, and the stories and playbooks behind them. I’m Ben Gilbert and I’m the co-founder of Pioneer Square Labs, a startup studio and venture capital firm in Seattle. David: And I’m David Rosenthal. I am an angel investor and advisor to startups based in San Francisco. Ben: And we are your hosts. The year was 2013. Everyone had just finished cracking their jokes about how every startup is just another photo-sharing app, but the wave of yet another food delivery app was just getting started. Tony Xu and his co-founders were launching paloaltodelivery.com, which we all know today as DoorDash. On ",0.0,0.8736109646220447,False
Where was the first customer of paloaltodelivery.com working at? what was he doing at Stanford?,"Leafly, the marijuana company;
A Visiting Author","
First paloaltodelivery.com customer: Stanford Law School graduate student.",INCORRECT,Worked at Leafly; visiting author at Stanford.,CORRECT,5.0,https://www.acquired.fm/episodes/doordash,doordash,15,7,8,7,Where was the first customer of paloaltodelivery.com working at? what was he doing at Stanford?,"Leafly, the marijuana company; A Visiting Author",First paloaltodelivery.com customer: Stanford Law School graduate student.,Worked at Leafly; visiting author at Stanford.,factual,"[Generator LLM not configured]

Most relevant transcript passage:

But if you're ordering delivery food, it was pizza. David: Yeah, that was it. It was Domino's, it was Papa John's, it was Pizza Hut. That's a crazy thing, too. They figured it out and nobody had made the leap yet (in the US at least) to hey, people like getting pizza delivery delivered to their house, they might also like other food getting delivered to their house, too. Ben: You got to think like pizza has to land itself better to a more regular-type of delivery than other food with more complex menus and stuff. For sure, we'll get into that but it's interesting to just think about, why was this so obvious, prevalent, and decades long for pizza companies and yet no one had really done it for other food categories? David: Well, I think there's a very specific answer about why DoorDash made",0.0,0.9097344676757346,False
What seminar did Sam Walton enroll himself in in poughkeepsie New York,IBM Computer Training Seminar ,"Sam Walton enrolled in a Dale Carnegie training seminar in Poughkeepsie, New York. This was particularly significant because it was during this time that he developed key skills in leadership, salesmanship, and communication. Walton has attributed much of his success in retail and his ability to connect with both employees and customers to the lessons he learned from this seminar.",INCORRECT,"Sam Walton enrolled in a Dale Carnegie seminar in Poughkeepsie, New York. This seminar, focused on public speaking and self-improvement, was a pivotal point for Walton as it helped him overcome his fear of speaking in public",INCORRECT,0.0,https://www.acquired.fm/episodes/walmart,walmart,12,4,60,37,What seminar did Sam Walton enroll himself in in poughkeepsie New York,IBM Computer Training Seminar,"Sam Walton enrolled in a Dale Carnegie training seminar in Poughkeepsie, New York. This was particularly significant because it was during this time that he developed key skills in leadership, salesmanship, and communication. Walton has attributed much of his success in retail and his ability to connect with both employees and customers to the lessons he learned from this seminar.","Sam Walton enrolled in a Dale Carnegie seminar in Poughkeepsie, New York. This seminar, focused on public speaking and self-improvement, was a pivotal point for Walton as it helped him overcome his fear of speaking in public",factual,"[Generator LLM not configured]

Most relevant transcript passage:

out victorious. Later on in life, I think Kmart or whatever competition we were facing just became Jeff City High School, the team we played for the state championship in 1935. It never occurred to me that I might lose; to me, it was almost as if I had a right to win. Thinking like that often seems to turn into sort of a self-fulfilling prophecy."" Man, was that Sam Walton. Ben: There are two contrasting ideas that I've heard different VCs and different founders espouse on both sides. One is you learn from your mistakes and you learn from failure. The other is if all you've ever done in your entire career is being really high-performing in very successful environments, then that is all you know how to do and that's the bar that you hold yourself to. I think there's total merit to both. Davi",0.0,0.8640834006685533,False
What Percentage of Rent to Sales did Sam Waltons first Ben Franklin cost,5%,"Sam Walton aimed to maintain his rent at a maximum of 3% of sales in his first Ben Franklin store in Newport, Arkansas. This was part of his strategy to keep costs low and profits high. By keeping expenses like rent under control, Walton was able to offer competitive pricing to his customers. This approach was critical in his success and later became a foundational principle of WalmartÔs business model.",INCORRECT,"Sam Walton's first Ben Franklin store in Newport, Arkansas, had a rent that cost 5% of sales, which was considered exceptionally high for a variety store business at that time.",CORRECT,5.0,https://www.acquired.fm/episodes/walmart,walmart,13,1,70,30,What Percentage of Rent to Sales did Sam Waltons first Ben Franklin cost,5%,"Sam Walton aimed to maintain his rent at a maximum of 3% of sales in his first Ben Franklin store in Newport, Arkansas. This was part of his strategy to keep costs low and profits high. By keeping expenses like rent under control, Walton was able to offer competitive pricing to his customers. This approach was critical in his success and later became a foundational principle of WalmartÔs business model.","Sam Walton is first Ben Franklin store in Newport, Arkansas, had a rent that cost 5% of sales, which was considered exceptionally high for a variety store business at that time.",factual,"[Generator LLM not configured]

Most relevant transcript passage:

his goal. By year five of the Newport store, he's doing $250,000 in sales at a $30,000–$40,000 annual profit. Remember, he bought the thing for $25,000. That's including the crazy 5% rent charge in his expenses. Ben: His operating margin on this is 24%. He's making very, very real profits on this little store that he's got. David: If he had a better rent deal it could be 28%. But at those numbers, it is the most profitable store in Arkansas and the biggest store by sales not just in Arkansas but the whole Midwest and South region. He has found a winning formula here. Ben: Which is interesting because I'm pretty sure at this point, he's got a bunch of direct deals cut with the suppliers and he's added a bunch of products of his own. He's really merchandising. He's really showing up on Ben F",0.0,0.8642518433930041,False
How much top line revenue % did walmart see a year after their IPO 1972,77%,"After its initial public offering (IPO) in 1970, Walmart experienced significant top-line growth. The IPO was priced at $16.50 per share, and within the next fiscal year, which ended January 31, 1972, Walmart's sales had grown to $78 million, up from $44 million in the previous fiscal year. This represents an increase of approximately 77% year-over-year in sales, indicating robust top-line growth following their IPO. This growth was fueled by rapid expansion in terms of new stores and entering new markets.",CORRECT,"The year after Walmart's IPO in 1972, the company's top-line revenue growth was approximately 34%",INCORRECT,3.0,https://www.acquired.fm/episodes/walmart,walmart,15,1,81,15,How much top line revenue % did walmart see a year after their IPO 1972,77%,"After its initial public offering (IPO) in 1970, Walmart experienced significant top-line growth. The IPO was priced at $16.50 per share, and within the next fiscal year, which ended January 31, 1972, Walmart is sales had grown to $78 million, up from $44 million in the previous fiscal year. This represents an increase of approximately 77% year-over-year in sales, indicating robust top-line growth following their IPO. This growth was fueled by rapid expansion in terms of new stores and entering new markets.","The year after Walmart is IPO in 1972, the company is top-line revenue growth was approximately 34%",factual,"[Generator LLM not configured]

Most relevant transcript passage:

of the research coverage they were getting was skeptical. It sounds a lot like Amazon's research coverage early days, as if this whole house of cards could fall apart at any given moment. The next year, 1971, they did grow top line revenue, 77%. Despite the Walmart that we know of today, they're a very slow growth company. I say that not to criticize them, but because we're often talking about pretty new tech companies on this show. But if we look at the 2010s, the annual growth rate for Walmart is in the 2–3% range. Not a fast-growing company by a topline revenue by any standards now. But shortly after the IPO, despite not attracting a lot of attention, that was not the case. We'll link to it in the show notes, but I pulled up in the 1972 annual report which is a gem. David: Such a good f",0.0,0.9081879763383474,False
why did Nvidia use a startup Foundry emulation software to produce their chips at some point,They were bankrupt and did not have any other option,To reduce development costs and speed up time to market for new technologies.,INCORRECT,to expedite their product launch due to time constraints and limited resources.,INCORRECT,2.0,https://www.acquired.fm/episodes/nvidia-the-gpu-company-1993-2006,nvidia_part_i_the_gpu_company_19932006,16,10,13,12,why did Nvidia use a startup Foundry emulation software to produce their chips at some point,They were bankrupt and did not have any other option,To reduce development costs and speed up time to market for new technologies.,to expedite their product launch due to time constraints and limited resources.,causal,"[Generator LLM not configured]

Most relevant transcript passage:

David: Well, at least way, way, way better than a CPU. Ben: Yeah. As some of NVIDIA's startup competitors put it today, and Cerebrus is the one that I'm thinking of, they sort of say, well, the GPU is a thousand times better or much, much better than CPU for doing this kind of stuff, but it's a thousand times worse than it should be. There exist much more optimal solutions for doing some of this AI stuff. David: Interesting. It really begs the question of how good is good enough in these use cases? Ben: Right. To flash way forward, the game that NVIDIA and everyone else all these upstarts are playing is really still the accelerated computing game, but now it's how do you accelerate workloads off the GPU instead of off the CPU? David: Interesting. Well, back to crypto winter because this is",0.0,0.8997288792597903,False
What did Nvidia call its first graphics card,G-force 256,G-force 256,CORRECT,G-Force 256.,CORRECT,5.0,https://www.acquired.fm/episodes/nvidia-the-gpu-company-1993-2006,nvidia_part_i_the_gpu_company_19932006,8,2,2,2,What did Nvidia call its first graphics card,G-force 256,G-force 256,G-Force 256.,factual,"[Generator LLM not configured]

Most relevant transcript passage:

to make custom stuff as a vendor for PCs that takes a workload off the CPU. David: Yup. The pitch is we're going to make a custom graphics card. Take a graphics workload off the CPU, specifically for gaming. Ben: Great. David: Okay. Yeah, it was pretty much a brain dead yes. But as you alluded to at the top of the show, the problem when something is a brain dead yes for a venture capitalist is that it's a brain dead yes for lots of venture capitalists. Lots, and lots, and lots of companies get funded to do this. Back to Denny's that night. NVIDIA is the first. They are the first dedicated graphics card company. They all decided, the three of them, that they're going to go in on this. Jensen goes to the CEO of LSI Logic, walks into his office, and tells him that he's going to resign. He's g",0.0,0.9064761309575166,False
Why did Jensen decide to write and send a letter through a physical address to Morris of TSMC,Jensen could not get a hold of all the sales people because they had been ignoring him (Nvidia was not doing well at this point in time.,to personally emphasize Nvidia's commitment and seriousness about the partnership.,INCORRECT,because NVIDIA needed a reliable manufacturing partner quickly to meet product launch timelines.,INCORRECT,3.0,https://www.acquired.fm/episodes/nvidia-the-gpu-company-1993-2006,nvidia_part_i_the_gpu_company_19932006,18,27,10,13,Why did Jensen decide to write and send a letter through a physical address to Morris of TSMC,Jensen could not get a hold of all the sales people because they had been ignoring him (Nvidia was not doing well at this point in time.,to personally emphasize Nvidia is commitment and seriousness about the partnership.,because NVIDIA needed a reliable manufacturing partner quickly to meet product launch timelines.,multi_hop,"[Generator LLM not configured]

Most relevant transcript passage:

might change the way things look. But you're hard coding what they look like. No computation is happening. If you're playing a game today, even in the most basic mobile game or whatever, you're seeing dynamic lighting and shading—which we'll get into in a sec—all over the place. GPUs are a really important commodity, but they're a commodity. There are not a lot of smarts happening here, no programming. But NVIDIA has figured this out. They can now ship on a six-month time cycle. They're starting to really take huge market share. Now, a lot of people start paying attention to them in a good way. TSMC who wouldn't even return Jensen's calls back in the day—there's this amazing story. Did you watch the TSMC 30th Anniversary celebration? Ben: I did. David: This is so good. It's three hours on ",0.0,0.8877828032407022,False
What was Peloton original price,"$1,200.00 ","Peloton's original price for their exercise bike, when it first launched in 2014, was approximately $2,000. This price typically included the bike itself but required a separate subscription to access live and on-demand fitness classes.",INCORRECT,"The original price of the Peloton bike was set at $1,200. However, after receiving customer feedback and considering market perception, Peloton decided to raise the price to $2,245. This price adjustment was made to position the product as a premium, luxury item, aligning with the perception that higher-priced items offer greater value",CORRECT,5.0,https://www.acquired.fm/episodes/peloton,peloton,5,1,35,52,What was Peloton original price,"$1,200.00","Peloton is original price for their exercise bike, when it first launched in 2014, was approximately $2,000. This price typically included the bike itself but required a separate subscription to access live and on-demand fitness classes.","The original price of the Peloton bike was set at $1,200. However, after receiving customer feedback and considering market perception, Peloton decided to raise the price to $2,245. This price adjustment was made to position the product as a premium, luxury item, aligning with the perception that higher-priced items offer greater value",factual,"[Generator LLM not configured]

Most relevant transcript passage:

for running. There's like Barry's Bootcamp, but that is not sweeping—part of it is, like a third of it is or half of it is. But there's not a sweeping international movement the way that there was with spin where it's running to an instructor. David: Yup. Ben: Maybe to super simplify my answer to your question, it's anything that's instructor-led that is a big market in the offline world can be an instructor-led large market in connected fitness. David: I agree with that. Maybe there will be some innovation at some point that isn't an instructor-led running class. But as a runner, I don't really want an instructor. The joy of running to me is to be outside in beautiful places and just go. Ben: You have a bias there. I'm the exact same type of runner, but the hardcore cyclists wouldn't say ",0.0,0.9155334688384795,False
How much stock did John Foley had in Peloton in 2022," 39.6%, so right around 40%, ","As of 2022, John Foley, the co-founder and then-executive chairman of Peloton, held a significant portion of Peloton stock. However, the exact amount of stock he owned can fluctuate due to sales, stock option exercises, and changes in holdings reported in company filings with the Securities and Exchange Commission (SEC).",INCORRECT,"n 2022, John Foley controlled approximately 40% of the voting power of Peloton's stock, according to the company's proxy statement?",CORRECT,4.0,https://www.acquired.fm/episodes/peloton,peloton,11,5,50,20,How much stock did John Foley had in Peloton in 2022,"39.6%, so right around 40%,","As of 2022, John Foley, the co-founder and then-executive chairman of Peloton, held a significant portion of Peloton stock. However, the exact amount of stock he owned can fluctuate due to sales, stock option exercises, and changes in holdings reported in company filings with the Securities and Exchange Commission (SEC).","n 2022, John Foley controlled approximately 40% of the voting power of Peloton is stock, according to the company is proxy statement?",factual,"[Generator LLM not configured]

Most relevant transcript passage:

very strong counterpoint I can think of is Tesla. Ben: I thought you're going to go there. David: Yeah. Lots of different dynamics there, but if you just look at what Tesla has done, in many ways, a very resonant strategy, a similar harmonizing strategy with Peloton of start with the high, the Elon master plan, right? How they've adapted that over the past several years, it was not that long after Peloton was started that the Model S came out. What has Tesla done with their brand strategy, their pricing, their marketing, their position within the market, their product development, and their software development? Gosh, Model S to Model X—double down on the high-end brand. Then the Model 3, which is affordable, but it's still aspirational. You're competing with BMW now. You're not going all ",0.0,0.8864076048901964,False
What percentage of NBA league revenue since 1983 has been contractually going to players?,50%,"Since 1983, NBA players have been contractually entitled to a share of the league's revenue through mechanisms like the Collective Bargaining Agreement (CBA). The percentage of revenue allocated to players has varied over time but has generally been structured around a concept known as ""Basketball Related Income"" (BRI). Since the institution of the salary cap in the mid-1980s, the players' share of BRI has typically ranged between 49% and 57%.

The specific allocation has evolved with each CBA negotiation, with more recent agreements ensuring that about 50% of BRI goes to the players. This system ensures a partnership between the players and team owners regarding league revenues, aligning interests and promoting collective growth.",CORRECT,The uploaded transcript does not contain specific information about the percentage of NBA league revenue that has been contractually going to players since 1983. It provides a detailed discussion on various aspects of NBA's business and history but does not address this particular question directly.,INCORRECT,0.0,https://www.acquired.fm/episodes/the-nba,the_nba,14,1,113,45,What percentage of NBA league revenue since 1983 has been contractually going to players?,50%,"Since 1983, NBA players have been contractually entitled to a share of the league is revenue through mechanisms like the Collective Bargaining Agreement (CBA). The percentage of revenue allocated to players has varied over time but has generally been structured around a concept known as ""Basketball Related Income"" (BRI). Since the institution of the salary cap in the mid-1980s, the players' share of BRI has typically ranged between 49% and 57%. The specific allocation has evolved with each CBA negotiation, with more recent agreements ensuring that about 50% of BRI goes to the players. This system ensures a partnership between the players and team owners regarding league revenues, aligning interests and promoting collective growth.",The uploaded transcript does not contain specific information about the percentage of NBA league revenue that has been contractually going to players since 1983. It provides a detailed discussion on various aspects of NBA is business and history but does not address this particular question directly.,factual,"[Generator LLM not configured]

Most relevant transcript passage:

the league in 1983 when Stern took over. Ben: Wow. Do you say $200 million a year in TV revenue? David: Yup. I think it's like $220 million-ish in TV revenue. Ben: Yes, players getting $120 million a year in revenue that they otherwise wouldn't have. Commissioner was a great thing for the players. David: Totally. The great thing for the business, which ended up being a great thing for the players. That was the first thing Stern does. He just massively up-levels the business and the TV deals that the NBA is doing. The second thing—you could argue whether this is good for the players or not; ultimately, this is good for the players—the 1980s NBA, just like most of the rest of American society, had a huge drug problem. This has been cataloged in many other places in NBA history. The saddest a",0.0,0.8761640699508227,False
"What is the analogy in the Podcast for ""Bitcoin is calculator, let's build a computer""?","It's like someone handed you a Macintosh without Mac OS for it. What you said was, well, I'm going to start building Slack or I'm going to start building Chrome or Photoshop. Then somebody proposes to you, whoa, instead of just building Photoshop, build Mac OS.","In the context of the analogy you're referring to, Bitcoin is compared to a ""calculator,"" implying that it's a tool with specific, limited functions, primarily focused on simple transactions and store of value. The statement ""let's build a computer"" refers to the idea of creating Ethereum, which, unlike Bitcoin, is designed to be a more versatile platform. Ethereum is likened to a ""computer"" because it supports a wider range of operations through its implementation of smart contracts, which allows developers to write complex programs (smart contracts) that can interact with the blockchain in a more sophisticated way than Bitcoin allows.

This analogy underscores the difference in capability and purpose between Bitcoin and Ethereum, with Ethereum offering a broader scope of decentralized applications beyond just financial transactions, akin to how a computer can run a variety of programs beyond simple calculations.",INCORRECT,"In the uploaded transcript, the analogy used is that Bitcoin is like a calculator, while Ethereum is likened to a computer. This analogy highlights the difference in their capabilities and functionalities. Bitcoin is described as having a specific, limited function similar to a calculator, focusing primarily on transactions and financial exchanges. On the other hand, Ethereum is envisioned as a more complex and versatile platform, akin to a computer, capable of running a wide variety of applications through its implementation of smart contracts. This analogy is used to illustrate Ethereum's broader utility and potential beyond just being a digital currency.",PARTIAL,4.0,https://www.acquired.fm/episodes/ethereum,ethereum_with_packy_mccormick,15,46,140,100,"What is the analogy in the Podcast for ""Bitcoin is calculator, let is build a computer""?","It is like someone handed you a Macintosh without Mac OS for it. What you said was, well, I am going to start building Slack or I am going to start building Chrome or Photoshop. Then somebody proposes to you, whoa, instead of just building Photoshop, build Mac OS.","In the context of the analogy you are referring to, Bitcoin is compared to a ""calculator,"" implying that it is a tool with specific, limited functions, primarily focused on simple transactions and store of value. The statement ""let is build a computer"" refers to the idea of creating Ethereum, which, unlike Bitcoin, is designed to be a more versatile platform. Ethereum is likened to a ""computer"" because it supports a wider range of operations through its implementation of smart contracts, which allows developers to write complex programs (smart contracts) that can interact with the blockchain in a more sophisticated way than Bitcoin allows. This analogy underscores the difference in capability and purpose between Bitcoin and Ethereum, with Ethereum offering a broader scope of decentralized applications beyond just financial transactions, akin to how a computer can run a variety of programs beyond simple calculations.","In the uploaded transcript, the analogy used is that Bitcoin is like a calculator, while Ethereum is likened to a computer. This analogy highlights the difference in their capabilities and functionalities. Bitcoin is described as having a specific, limited function similar to a calculator, focusing primarily on transactions and financial exchanges. On the other hand, Ethereum is envisioned as a more complex and versatile platform, akin to a computer, capable of running a wide variety of applications through its implementation of smart contracts. This analogy is used to illustrate Ethereum is broader utility and potential beyond just being a digital currency.",factual,"[Generator LLM not configured]

Most relevant transcript passage:

changes to Bitcoin itself. David: That's the thinking. They're going to start building. Vitalik would later use the analogy and other people would use the analogy of like, they're going to turn Bitcoin into a Swiss Army knife. Bitcoin is the chassis of the knife and they're gonna build the small knife, and the screwdriver, and the toothpick and all the different tools around it. Ben: What Colored Coins was doing was like, hey, I'm going to put the fact that I own this property on the Blockchain so that this property or any physical thing in the real world can be identified by a marker on the Blockchain. David: I think that's right. It's a representation. I think that was the plan. Vitalik goes over, meets up with a bunch of teams. One of the other teams in this Bitcoin 2.0 movement is a te",0.0,0.8009298959747709,False
